CITY,COUNTY,Atlas_Total_Disaster_Declarations,POPULATION,Infra_Airports_Total,Infra_Airports_In_Floodplain_2025,Infra_Airports_Pct_2025,Infra_Airports_In_Floodplain_2050,Infra_Airports_Pct_2050,Infra_Hospitals_Total,Infra_Hospitals_In_Floodplain_2025,Infra_Hospitals_Pct_2025,Infra_Hospitals_In_Floodplain_2050,Infra_Hospitals_Pct_2050,Infra_Contaminated_Sites_Total,Infra_Contaminated_Sites_In_Floodplain_2025,Infra_Contaminated_Sites_Pct_2025,Infra_Contaminated_Sites_In_Floodplain_2050,Infra_Contaminated_Sites_Pct_2050,Infra_Libraries_Total,Infra_Libraries_In_Floodplain_2025,Infra_Libraries_Pct_2025,Infra_Libraries_In_Floodplain_2050,Infra_Libraries_Pct_2050,Infra_Parks_Total,Infra_Parks_In_Floodplain_2025,Infra_Parks_Pct_2025,Infra_Parks_In_Floodplain_2050,Infra_Parks_Pct_2050,Infra_Power_Plants_Total,Infra_Power_Plants_In_Floodplain_2025,Infra_Power_Plants_Pct_2025,Infra_Power_Plants_In_Floodplain_2050,Infra_Power_Plants_Pct_2050,Infra_Schools_Total,Infra_Schools_In_Floodplain_2025,Infra_Schools_Pct_2025,Infra_Schools_In_Floodplain_2050,Infra_Schools_Pct_2050,Infra_Hazardous_Waste_Total,Infra_Hazardous_Waste_In_Floodplain_2025,Infra_Hazardous_Waste_Pct_2025,Infra_Hazardous_Waste_In_Floodplain_2050,Infra_Hazardous_Waste_Pct_2050,Infra_Landfills_Total,Infra_Landfills_In_Floodplain_2025,Infra_Landfills_Pct_2025,Infra_Landfills_In_Floodplain_2050,Infra_Landfills_Pct_2050,Infra_Superfund_Sites_Total,Infra_Superfund_Sites_In_Floodplain_2025,Infra_Superfund_Sites_Pct_2025,Infra_Superfund_Sites_In_Floodplain_2050,Infra_Superfund_Sites_Pct_2050,Infra_Wastewater_Treatment_Total,Infra_Wastewater_Treatment_In_Floodplain_2025,Infra_Wastewater_Treatment_Pct_2025,Infra_Wastewater_Treatment_In_Floodplain_2050,Infra_Wastewater_Treatment_Pct_2050,Infra_Police_Stations_Total,Infra_Police_Stations_In_Floodplain_2025,Infra_Police_Stations_Pct_2025,Infra_Police_Stations_In_Floodplain_2050,Infra_Police_Stations_Pct_2050,Infra_Fire_Departments_Total,Infra_Fire_Departments_In_Floodplain_2025,Infra_Fire_Departments_Pct_2025,Infra_Fire_Departments_In_Floodplain_2050,Infra_Fire_Departments_Pct_2050,County_FEMA_Total,County_FEMA_Per_Capita,County_SVI_2022,blueacres,OUTREACH_TIER,PRIORITY_RANK,Fact1,Fact2,Fact3
Secaucus Town,Hudson,5,"22,710",0,,0.00%,,0.00%,2,1,50.00%,1,50.00%,28,17,60.71%,20,71.43%,2,1,50.00%,2,100.00%,28,24,85.71%,25,89.29%,7,7,100.00%,7,100.00%,8,3,37.50%,3,37.50%,3,2,66.67%,2,66.67%,5,3,60.00%,4,80.00%,0,,0.00%,,0.00%,2,1,50.00%,1,50.00%,2,,0.00%,,0.00%,5,2,40.00%,2,40.00%,121553990,171,0.78,,B_UNDER_RADAR,17,"<strong>61 assets (66.3%)</strong> sit in flood zones today. That rises to 67 (72.8%), <strong>72.8% of the city's public assets exposed by 2050</strong>, among the highest exposure in the state.",,
Shamong Township,Burlington,8,"6,582",0,,0.00%,,0.00%,0,,0.00%,,0.00%,7,1,14.29%,3,42.86%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,0,,0.00%,,0.00%,2,,0.00%,1,50.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,21195327,46,0.24,,B_UNDER_RADAR,195,"<strong>1 assets (8.3%)</strong> sit in flood zones today. That rises to 6 (50%), <strong>more than doubling exposure and putting 50% of the city's public assets at risk by 2050</strong>.",,
Shiloh Borough,Cumberland,8,453,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,38255115,249,0.98,,C_LOWER_URGENCY,535,,,
Ship Bottom Borough,Ocean,6,"1,125",0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,3,100.00%,3,100.00%,0,,0.00%,,0.00%,7,7,100.00%,7,100.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,278969403,437,0.41,,B_UNDER_RADAR,96,"<strong>13 assets (100%)</strong> already sit in flood zones, a level that holds through 2050.",,
Shrewsbury Borough,Monmouth,6,"4,167",0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,1,100.00%,4,1,25.00%,1,25.00%,0,,0.00%,,0.00%,3,,0.00%,1,33.33%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,327555966,509,0.21,,C_LOWER_URGENCY,424,"<strong>1 assets (9.1%)</strong> sit in flood zones today. That rises to 3 (27.3%), <strong>more than doubling exposure and adding 2 facilities by 2050</strong>.",,
Shrewsbury Township,Monmouth,6,"1,076",0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,327555966,509,0.21,,C_LOWER_URGENCY,536,,,
Somerdale Borough,Camden,5,"5,712",0,,0.00%,,0.00%,0,,0.00%,,0.00%,5,,0.00%,1,20.00%,0,,0.00%,,0.00%,2,2,100.00%,2,100.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,1,,0.00%,,0.00%,10643598,20,0.78,,B_UNDER_RADAR,236,"<strong>2 assets (18.2%)</strong> sit in flood zones today. That rises to 4 (36.4%), <strong>more than doubling exposure and adding 2 facilities by 2050</strong>.",,
Somers Point City,Atlantic,8,"10,611",0,,0.00%,,0.00%,1,,0.00%,1,100.00%,6,2,33.33%,2,33.33%,1,,0.00%,,0.00%,2,2,100.00%,2,100.00%,0,,0.00%,,0.00%,6,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,50974342,186,0.85,,C_LOWER_URGENCY,381,"<strong>4 assets (21.1%)</strong> sit in flood zones today. That rises to 5 (26.3%), <strong>adding 1 facilities by 2050</strong>.",Somers Point City's <strong>only hospital</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.,
Somerville Borough,Somerset,7,"14,428",0,,0.00%,,0.00%,1,,0.00%,,0.00%,32,7,21.88%,10,31.25%,1,,0.00%,,0.00%,12,12,100.00%,12,100.00%,0,,0.00%,,0.00%,6,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,4,,0.00%,,0.00%,4,1,25.00%,1,25.00%,75802442,220,0.19,,B_UNDER_RADAR,44,"<strong>20 assets (32.8%)</strong> sit in flood zones today. That rises to 23 (37.7%), <strong>adding 3 facilities by 2050</strong>.",,
South Amboy City,Middlesex,6,"10,549",0,,0.00%,,0.00%,0,,0.00%,,0.00%,9,4,44.44%,8,88.89%,1,,0.00%,,0.00%,14,3,21.43%,3,21.43%,0,,0.00%,,0.00%,2,,0.00%,1,50.00%,0,,0.00%,,0.00%,2,,0.00%,2,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,5,1,20.00%,1,20.00%,332881646,387,0.66,,B_UNDER_RADAR,83,"<strong>8 assets (23.5%)</strong> sit in flood zones today. That rises to 15 (44.1%), <strong>adding 7 facilities by 2050</strong>.",,
South Bound Brook Borough,Somerset,7,"4,965",0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,2,1,50.00%,1,50.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,1,,0.00%,,0.00%,75802442,220,0.19,,B_UNDER_RADAR,249,"<strong>2 assets (33.3%)</strong> sit in flood zones today. That rises to 3 (50%), <strong>pushing over half (50%) of the city's public assets into flood risk by 2050</strong>.",,
South Brunswick Township,Middlesex,6,"47,896",0,,0.00%,,0.00%,0,,0.00%,,0.00%,35,6,17.14%,8,22.86%,1,,0.00%,,0.00%,14,8,57.14%,11,78.57%,9,,0.00%,,0.00%,13,,0.00%,1,7.69%,2,,0.00%,1,50.00%,3,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,5,,0.00%,1,20.00%,332881646,387,0.66,,C_LOWER_URGENCY,292,"<strong>14 assets (16.7%)</strong> sit in flood zones today. That rises to 22 (26.2%), <strong>adding 8 facilities by 2050</strong>.",,
South Hackensack Township,Bergen,8,"2,752",0,,0.00%,,0.00%,0,,0.00%,,0.00%,6,5,83.33%,6,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,1,1,100.00%,1,100.00%,386547358,406,0.44,,B_UNDER_RADAR,147,"<strong>6 assets (66.7%)</strong> sit in flood zones today. That rises to 9 (100%), <strong>100% of the city's public assets exposed by 2050</strong>, among the highest exposure in the state.",,
South Harrison Township,Gloucester,7,"3,472",1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,15892563,53,0.22,,C_LOWER_URGENCY,537,,,
South Orange Village Township,Essex,8,"18,736",0,,0.00%,,0.00%,0,,0.00%,,0.00%,17,6,35.29%,10,58.82%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,8,,0.00%,2,25.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,89468673,105,0.94,,B_UNDER_RADAR,116,"<strong>6 assets (20.7%)</strong> sit in flood zones today. That rises to 12 (41.4%), <strong>more than doubling exposure and adding 6 facilities by 2050</strong>.",,
South Plainfield Borough,Middlesex,6,"25,062",0,,0.00%,,0.00%,0,,0.00%,,0.00%,49,12,24.49%,17,34.69%,1,1,100.00%,1,100.00%,11,7,63.64%,8,72.73%,3,,0.00%,,0.00%,9,1,11.11%,3,33.33%,4,1,25.00%,1,25.00%,2,2,100.00%,2,100.00%,2,1,50.00%,1,50.00%,0,,0.00%,,0.00%,2,1,50.00%,1,50.00%,1,1,100.00%,1,100.00%,332881646,387,0.66,,B_UNDER_RADAR,27,"<strong>27 assets (32.1%)</strong> sit in flood zones today. That rises to 35 (41.7%), <strong>adding 8 facilities by 2050</strong>.",,
South River Borough,Middlesex,6,"16,392",0,,0.00%,,0.00%,0,,0.00%,,0.00%,13,3,23.08%,6,46.15%,1,,0.00%,,0.00%,10,5,50.00%,5,50.00%,0,,0.00%,,0.00%,7,,0.00%,1,14.29%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,2,1,50.00%,1,50.00%,332881646,387,0.66,,B_UNDER_RADAR,92,"<strong>9 assets (26.5%)</strong> sit in flood zones today. That rises to 14 (41.2%), <strong>adding 5 facilities by 2050</strong>.",,
South Toms River Borough,Ocean,6,"3,756",0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,1,33.33%,1,33.33%,0,,0.00%,,0.00%,6,5,83.33%,5,83.33%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,278969403,437,0.41,,B_UNDER_RADAR,196,"<strong>6 assets (46.2%)</strong> already sit in flood zones, a level that holds through 2050.",,
Southampton Township,Burlington,8,"10,458",2,1,50.00%,1,50.00%,0,,0.00%,,0.00%,13,3,23.08%,6,46.15%,1,,0.00%,1,100.00%,6,6,100.00%,6,100.00%,2,,0.00%,,0.00%,3,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,1,50.00%,21195327,46,0.24,,B_UNDER_RADAR,82,"<strong>10 assets (31.2%)</strong> sit in flood zones today. That rises to 15 (46.9%), <strong>adding 5 facilities by 2050</strong>.",,
Sparta Township,Sussex,7,"20,362",0,,0.00%,,0.00%,0,,0.00%,,0.00%,8,3,37.50%,3,37.50%,1,,0.00%,,0.00%,22,7,31.82%,9,40.91%,0,,0.00%,,0.00%,16,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,1,50.00%,1,50.00%,1,,0.00%,1,100.00%,3,,0.00%,,0.00%,13164892,91,0.05,,C_LOWER_URGENCY,318,"<strong>11 assets (19.6%)</strong> sit in flood zones today. That rises to 14 (25%), <strong>adding 3 facilities by 2050</strong>.",,
Spotswood Borough,Middlesex,6,"8,306",0,,0.00%,,0.00%,0,,0.00%,,0.00%,4,,0.00%,,0.00%,1,,0.00%,,0.00%,5,3,60.00%,3,60.00%,0,,0.00%,,0.00%,8,,0.00%,2,25.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,332881646,387,0.66,,C_LOWER_URGENCY,382,"<strong>3 assets (15%)</strong> sit in flood zones today. That rises to 5 (25%), <strong>adding 2 facilities by 2050</strong>.",,
Spring Lake Borough,Monmouth,6,"2,781",0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,,0.00%,1,33.33%,1,,0.00%,,0.00%,8,5,62.50%,7,87.50%,0,,0.00%,,0.00%,2,1,50.00%,1,50.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,327555966,509,0.21,,B_UNDER_RADAR,153,"<strong>6 assets (35.3%)</strong> sit in flood zones today. That rises to 9 (52.9%), <strong>pushing over half (52.9%) of the city's public assets into flood risk by 2050</strong>.",,
Spring Lake Heights Borough,Monmouth,6,"4,859",0,,0.00%,,0.00%,0,,0.00%,,0.00%,6,2,33.33%,3,50.00%,0,,0.00%,,0.00%,3,2,66.67%,2,66.67%,1,,0.00%,,0.00%,2,,0.00%,1,50.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,327555966,509,0.21,,B_UNDER_RADAR,199,"<strong>4 assets (28.6%)</strong> sit in flood zones today. That rises to 6 (42.9%), <strong>adding 2 facilities by 2050</strong>.",,
Springfield Township,Burlington,8,"3,293",1,,0.00%,,0.00%,0,,0.00%,,0.00%,9,,0.00%,2,22.22%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,2,,0.00%,1,50.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,21195327,46,0.24,,C_LOWER_URGENCY,323,"<strong>1 assets (5%)</strong> sit in flood zones today. That rises to 4 (20%), <strong>more than doubling exposure and adding 3 facilities by 2050</strong>.",,
Springfield Township,Union,6,"17,630",0,,0.00%,,0.00%,0,,0.00%,,0.00%,20,1,5.00%,3,15.00%,1,1,100.00%,1,100.00%,2,2,100.00%,2,100.00%,0,,0.00%,,0.00%,7,,0.00%,2,28.57%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,91288452,160,0.81,,C_LOWER_URGENCY,323,"<strong>5 assets (15.2%)</strong> sit in flood zones today. That rises to 9 (27.3%), <strong>adding 4 facilities by 2050</strong>.",,
Stafford Township,Ocean,6,"30,585",0,,0.00%,,0.00%,2,,0.00%,,0.00%,7,1,14.29%,1,14.29%,1,,0.00%,,0.00%,11,7,63.64%,9,81.82%,0,,0.00%,,0.00%,10,,0.00%,,0.00%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,3,1,33.33%,1,33.33%,278969403,437,0.41,,C_LOWER_URGENCY,331,"<strong>9 assets (22.5%)</strong> sit in flood zones today. That rises to 11 (27.5%), <strong>adding 2 facilities by 2050</strong>.",,
Stanhope Borough,Sussex,7,"3,599",0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,2,1,50.00%,2,100.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,13164892,91,0.05,,C_LOWER_URGENCY,441,"<strong>1 assets (14.3%)</strong> sit in flood zones today. That rises to 2 (28.6%), <strong>more than doubling exposure and adding 1 facilities by 2050</strong>.",,
Stillwater Township,Sussex,7,"4,093",0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,1,50.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,1,50.00%,13164892,91,0.05,,B_UNDER_RADAR,272,"No public assets sit in flood zones today, but <strong>2 (33.3%) become exposed by 2050</strong>.",,
Stockton Borough,Hunterdon,6,499,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,27296680,211,0.04,,B_UNDER_RADAR,266,"<strong>2 assets (100%)</strong> already sit in flood zones, a level that holds through 2050.",,
Stone Harbor Borough,Cape May,8,784,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,3,3,100.00%,3,100.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,54653243,573,0.35,,B_UNDER_RADAR,182,"<strong>7 assets (100%)</strong> already sit in flood zones, a level that holds through 2050.",,
Stow Creek Township,Cumberland,8,"1,342",1,,0.00%,1,100.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,38255115,249,0.98,,C_LOWER_URGENCY,474,"No public assets sit in flood zones today, but <strong>1 (16.7%) become exposed by 2050</strong>.",Stow Creek Township's <strong>only airport</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.,
Stratford Borough,Camden,5,"7,185",0,,0.00%,,0.00%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,1,,0.00%,,0.00%,4,,0.00%,,0.00%,0,,0.00%,,0.00%,4,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,10643598,20,0.78,,C_LOWER_URGENCY,538,,,
Summit City,Union,6,"23,102",0,,0.00%,,0.00%,2,,0.00%,,0.00%,18,2,11.11%,4,22.22%,1,,0.00%,,0.00%,6,2,33.33%,2,33.33%,2,,0.00%,,0.00%,18,,0.00%,1,5.56%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,91288452,160,0.81,,C_LOWER_URGENCY,363,"<strong>4 assets (7.8%)</strong> sit in flood zones today. That rises to 7 (13.7%), <strong>adding 3 facilities by 2050</strong>.",,
Surf City Borough,Ocean,6,"1,298",0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,3,100.00%,3,100.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,278969403,437,0.41,,B_UNDER_RADAR,162,"<strong>8 assets (100%)</strong> already sit in flood zones, a level that holds through 2050.",,
Sussex Borough,Sussex,7,"2,072",0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,2,66.67%,2,66.67%,0,,0.00%,,0.00%,2,2,100.00%,2,100.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,13164892,91,0.05,,B_UNDER_RADAR,233,"<strong>4 assets (50%)</strong> already sit in flood zones, a level that holds through 2050.",,
Swedesboro Borough,Gloucester,7,"2,766",0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,1,,0.00%,,0.00%,2,2,100.00%,2,100.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,15892563,53,0.22,,C_LOWER_URGENCY,445,"<strong>2 assets (22.2%)</strong> already sit in flood zones, a level that holds through 2050.",,
Tabernacle Township,Burlington,8,"6,948",0,,0.00%,,0.00%,0,,0.00%,,0.00%,5,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,21195327,46,0.24,,C_LOWER_URGENCY,486,"<strong>1 assets (9.1%)</strong> already sit in flood zones, a level that holds through 2050.",,
Tavistock Borough,Camden,5,2,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,10643598,20,0.78,,C_LOWER_URGENCY,539,,,
Teaneck Township,Bergen,8,"42,578",0,,0.00%,,0.00%,1,,0.00%,,0.00%,24,4,16.67%,5,20.83%,1,,0.00%,,0.00%,16,5,31.25%,8,50.00%,0,,0.00%,,0.00%,23,,0.00%,2,8.70%,0,,0.00%,,0.00%,3,1,33.33%,3,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,4,,0.00%,,0.00%,386547358,406,0.44,,C_LOWER_URGENCY,303,"<strong>10 assets (13.7%)</strong> sit in flood zones today. That rises to 18 (24.7%), <strong>adding 8 facilities by 2050</strong>.",,
Tenafly Borough,Bergen,8,"15,455",0,,0.00%,,0.00%,0,,0.00%,,0.00%,14,,0.00%,4,28.57%,1,,0.00%,1,100.00%,11,4,36.36%,6,54.55%,0,,0.00%,,0.00%,13,,0.00%,3,23.08%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,1,100.00%,386547358,406,0.44,,B_UNDER_RADAR,85,"<strong>4 assets (9.8%)</strong> sit in flood zones today. That rises to 15 (36.6%), <strong>more than doubling exposure and adding 11 facilities by 2050</strong>.",,
Teterboro Borough,Bergen,8,71,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,10,10,100.00%,10,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,386547358,406,0.44,,B_UNDER_RADAR,107,"<strong>12 assets (100%)</strong> already sit in flood zones, a level that holds through 2050.",Teterboro Borough's <strong>only airport</strong> is already in a flood zone today and remains at risk through 2050.,
Tewksbury Township,Hunterdon,6,"5,919",0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,27296680,211,0.04,,C_LOWER_URGENCY,540,,,
Tinton Falls Borough,Monmouth,6,"19,435",0,,0.00%,,0.00%,2,,0.00%,,0.00%,14,1,7.14%,3,21.43%,1,,0.00%,,0.00%,10,4,40.00%,5,50.00%,3,,0.00%,,0.00%,12,,0.00%,2,16.67%,6,,0.00%,,0.00%,6,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,4,,0.00%,,0.00%,327555966,509,0.21,,C_LOWER_URGENCY,341,"<strong>5 assets (8.5%)</strong> sit in flood zones today. That rises to 10 (16.9%), <strong>more than doubling exposure and adding 5 facilities by 2050</strong>.",,
